,fromPlaylist,trackName,trackPopularity,trackNumber,isExplicit,artistID,artistName,artistPop,artistGenre,albumName,albumID,albumType,releaseDate,album_nTracks,albumCover,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
4854,Radio Nina Simone,Mondo Bongo,53,1,False,2A09V0kHlETOFfT8Hz8oba,Joe Strummer,43,solo wave,Global A Go-Go,6lIixubBXRvyfGMFiiDN7B,album,2001,11,https://i.scdn.co/image/ab67616d0000b273e528db4dc09e84bf390701e9,0.819,0.494,11,-11.065,0,0.0343,0.62,0.0403,0.272,0.866,105.502,audio_features,5WIQTUDLCEY1g1lmOWvDB4,spotify:track:5WIQTUDLCEY1g1lmOWvDB4,https://api.spotify.com/v1/tracks/5WIQTUDLCEY1g1lmOWvDB4,https://api.spotify.com/v1/audio-analysis/5WIQTUDLCEY1g1lmOWvDB4,372560,4
4855,Radio Beyoncé,Love On Top,77,1,False,6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,pop,4,1gIC63gC3B7o7FfpPACZQJ,album,2011,14,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,audio_features,1z6WtY7X4HQJvzxC4UgkSf,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,https://api.spotify.com/v1/tracks/1z6WtY7X4HQJvzxC4UgkSf,https://api.spotify.com/v1/audio-analysis/1z6WtY7X4HQJvzxC4UgkSf,267413,4
4856,Radio Beyoncé,Telephone,74,1,False,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,85,art pop,The Fame Monster (Deluxe Edition),6DGZdMi124iOOih9GMlhN2,album,2009,22,https://i.scdn.co/image/ab67616d0000b273bfd247438980173d32fd5ba8,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,audio_features,7rl7ao5pb9BhvAzPdWStxi,spotify:track:7rl7ao5pb9BhvAzPdWStxi,https://api.spotify.com/v1/tracks/7rl7ao5pb9BhvAzPdWStxi,https://api.spotify.com/v1/audio-analysis/7rl7ao5pb9BhvAzPdWStxi,220627,4
4857,Radio Beyoncé,Naughty Girl Remix,41,1,True,2VX0o9LDIVmKIgpnwdJpOJ,Erick Sermon,50,hardcore hip hop,Green Eyed Remixes 2,5FuyqzgqpRw7Ms8HAKy1oT,album,2018,16,https://i.scdn.co/image/ab67616d0000b2737ad577d232401fb433c426eb,0.591,0.675,1,-8.47,1,0.258,0.0822,0.0,0.0717,0.842,99.693,audio_features,10oVqwQVgKrZkmQIXDmcR1,spotify:track:10oVqwQVgKrZkmQIXDmcR1,https://api.spotify.com/v1/tracks/10oVqwQVgKrZkmQIXDmcR1,https://api.spotify.com/v1/audio-analysis/10oVqwQVgKrZkmQIXDmcR1,230880,4
4858,Radio Beyoncé,Bodak Yellow,75,1,True,4kYSro6naA4h99UJvo89HB,Cardi B,80,pop,Invasion of Privacy,4KdtEKjY3Gi0mKiSdy96ML,album,2018,13,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,audio_features,6KBYefIoo7KydImq1uUQlL,spotify:track:6KBYefIoo7KydImq1uUQlL,https://api.spotify.com/v1/tracks/6KBYefIoo7KydImq1uUQlL,https://api.spotify.com/v1/audio-analysis/6KBYefIoo7KydImq1uUQlL,223713,4
4859,Radio Beyoncé,Distraction,65,1,True,0cGUm45nv7Z6M6qdXYQGTX,Kehlani,75,pop,SweetSexySavage (Deluxe),4B4in9QlrlYWSHlYSRebdC,album,2017,19,https://i.scdn.co/image/ab67616d0000b27343515daa8b28e0978efe9543,0.66,0.698,5,-6.266,0,0.0467,0.0266,0.0,0.296,0.396,120.959,audio_features,2wSQyp6VzUopSFBinRo1iD,spotify:track:2wSQyp6VzUopSFBinRo1iD,https://api.spotify.com/v1/tracks/2wSQyp6VzUopSFBinRo1iD,https://api.spotify.com/v1/audio-analysis/2wSQyp6VzUopSFBinRo1iD,235693,4
4860,Radio Beyoncé,Single Ladies (Put a Ring on It),68,2,False,6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,pop,I AM...SASHA FIERCE,23Y5wdyP5byMFktZf8AcWU,album,2008,16,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,audio_features,2ZBNclC5wm4GtiWaeh0DMx,spotify:track:2ZBNclC5wm4GtiWaeh0DMx,https://api.spotify.com/v1/tracks/2ZBNclC5wm4GtiWaeh0DMx,https://api.spotify.com/v1/audio-analysis/2ZBNclC5wm4GtiWaeh0DMx,193213,4
4861,Radio Beyoncé,WATER,58,1,False,3jO7uMLDPJngUhguQlaDFP,Salatiel,41,cameroonian pop,The Lion King: The Gift,552zi1M53PQAX5OH4FIdTx,album,2019,27,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,0.804,0.823,0,-3.667,0,0.0745,0.0984,3.78e-06,0.246,0.489,124.062,audio_features,5vIiGOCqhPwnQDZhWhewGU,spotify:track:5vIiGOCqhPwnQDZhWhewGU,https://api.spotify.com/v1/tracks/5vIiGOCqhPwnQDZhWhewGU,https://api.spotify.com/v1/audio-analysis/5vIiGOCqhPwnQDZhWhewGU,152564,4
4863,Radio Beyoncé,My Humps,69,1,False,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,81,dance pop,Monkey Business,2szeSQtOcJgRhDXmTS3SIf,album,2005,15,https://i.scdn.co/image/ab67616d0000b27308b19a033829c0bec97be61a,0.801,0.682,1,-5.919,0,0.225,0.111,1.56e-05,0.109,0.586,123.95,audio_features,19JdbdEwQI7bCxefMokZO8,spotify:track:19JdbdEwQI7bCxefMokZO8,https://api.spotify.com/v1/tracks/19JdbdEwQI7bCxefMokZO8,https://api.spotify.com/v1/audio-analysis/19JdbdEwQI7bCxefMokZO8,326960,4
4864,Radio Beyoncé,Arabian Girl,15,1,False,60BfhMGqHQL0waPo89L2MJ,Joshua Sims,17,,Ambient,33RxNVf17JxE2yzeRnJQm0,album,2019,16,https://i.scdn.co/image/ab67616d0000b273c8243c1a4eec972c008cf32f,0.649,0.611,2,-12.91,0,0.033,0.196,0.0,0.175,0.555,112.0,audio_features,0RhvPyRTQr7URgz2te58d4,spotify:track:0RhvPyRTQr7URgz2te58d4,https://api.spotify.com/v1/tracks/0RhvPyRTQr7URgz2te58d4,https://api.spotify.com/v1/audio-analysis/0RhvPyRTQr7URgz2te58d4,232299,4
4866,Radio Beyoncé,Run the World (Girls),74,1,False,6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,pop,4,1gIC63gC3B7o7FfpPACZQJ,album,2011,14,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,0.732,0.899,0,-4.237,1,0.143,0.00496,4.64e-05,0.372,0.759,127.091,audio_features,1uXbwHHfgsXcUKfSZw5ZJ0,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,https://api.spotify.com/v1/tracks/1uXbwHHfgsXcUKfSZw5ZJ0,https://api.spotify.com/v1/audio-analysis/1uXbwHHfgsXcUKfSZw5ZJ0,236093,4
4867,Radio Beyoncé,When I First Saw You - Duet,36,1,False,7LnaAXbDVIL75IVPnndf7w,Jamie Foxx,69,contemporary r&b,Dreamgirls (Music from the Motion Picture),5w3m2Moqe9dcVHSzIUfmsE,compilation,2006,20,https://i.scdn.co/image/ab67616d0000b2734ff6b691780844247bc981ea,0.61,0.469,2,-8.917,1,0.0326,0.502,0.0,0.228,0.154,107.96,audio_features,4TQ8XERDoq2QpE1gBfDN7p,spotify:track:4TQ8XERDoq2QpE1gBfDN7p,https://api.spotify.com/v1/tracks/4TQ8XERDoq2QpE1gBfDN7p,https://api.spotify.com/v1/audio-analysis/4TQ8XERDoq2QpE1gBfDN7p,181533,4
4868,Radio Beyoncé,Telephone - Alphabeat Extended Remix,21,1,False,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,85,art pop,Telephone (The Remixes),1zAuMqjg441b11Gt4BsUWR,single,2010,10,https://i.scdn.co/image/ab67616d0000b27328a1d45f7e6b5024b7736d13,0.733,0.919,5,-5.111,0,0.0314,0.00489,0.111,0.125,0.417,130.012,audio_features,109dsaRwwWYNBaKKnnYcJN,spotify:track:109dsaRwwWYNBaKKnnYcJN,https://api.spotify.com/v1/tracks/109dsaRwwWYNBaKKnnYcJN,https://api.spotify.com/v1/audio-analysis/109dsaRwwWYNBaKKnnYcJN,401027,4
4869,Radio Beyoncé,Mi Gente (feat. Beyoncé),59,1,False,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,87,reggaeton,Mi Gente (feat. Beyoncé),55228F4QRlYDzJ4H02tDHA,single,2017,1,https://i.scdn.co/image/ab67616d0000b27354cd60e37178acc40762f230,0.759,0.716,11,-6.36,0,0.0818,0.0223,0.0,0.231,0.469,105.009,audio_features,0GzmMQizDeA2NVMUaZksv0,spotify:track:0GzmMQizDeA2NVMUaZksv0,https://api.spotify.com/v1/tracks/0GzmMQizDeA2NVMUaZksv0,https://api.spotify.com/v1/audio-analysis/0GzmMQizDeA2NVMUaZksv0,209733,4
4871,Radio Beyoncé,Let Me Love You (Until You Learn To Love Yourself),70,1,False,21E3waRsmPlU7jZsS13rcj,Ne-Yo,79,dance pop,R.E.D. (Deluxe Edition),4HPdvrPf9RGfJ2hNYrODpC,album,2012,17,https://i.scdn.co/image/ab67616d0000b27314f5c10de370e6d48d142629,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,audio_features,4kte3OcW800TPvOVgrLLj8,spotify:track:4kte3OcW800TPvOVgrLLj8,https://api.spotify.com/v1/tracks/4kte3OcW800TPvOVgrLLj8,https://api.spotify.com/v1/audio-analysis/4kte3OcW800TPvOVgrLLj8,251627,4
4872,Radio Beyoncé,Sweet Dreams,66,2,False,6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,pop,I AM...SASHA FIERCE,23Y5wdyP5byMFktZf8AcWU,album,2008,16,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,audio_features,1FKxKGONukVFXWVJxAKmlz,spotify:track:1FKxKGONukVFXWVJxAKmlz,https://api.spotify.com/v1/tracks/1FKxKGONukVFXWVJxAKmlz,https://api.spotify.com/v1/audio-analysis/1FKxKGONukVFXWVJxAKmlz,208067,4
4873,Radio Beyoncé,Cry Me a River,76,1,False,31TPClRtHm23RisEBtV3X7,Justin Timberlake,80,dance pop,Justified,6QPkyl04rXwTGlGlcYaRoW,album,2002,13,https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,audio_features,7Lf7oSEVdzZqTA0kEDSlS5,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/tracks/7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/audio-analysis/7Lf7oSEVdzZqTA0kEDSlS5,288333,4
4874,Radio Beyoncé,BROWN SKIN GIRL,63,1,False,3XV0lFzNs8BCTwhJTcMiBr,Blue Ivy,48,,The Lion King: The Gift,552zi1M53PQAX5OH4FIdTx,album,2019,27,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,0.603,0.602,6,-7.083,1,0.23,0.049,0.0,0.279,0.595,119.703,audio_features,0B3FovCVaGKS5w1FTidEUP,spotify:track:0B3FovCVaGKS5w1FTidEUP,https://api.spotify.com/v1/tracks/0B3FovCVaGKS5w1FTidEUP,https://api.spotify.com/v1/audio-analysis/0B3FovCVaGKS5w1FTidEUP,248472,5
4875,Radio Beyoncé,Turnt,33,1,True,1W3FSF1BLpY3hlVIgvenLz,The-Dream,64,dirty south rap,IV Play (Deluxe),55TyHZmaoj0LvaIEuow6eN,album,2013,18,https://i.scdn.co/image/ab67616d0000b273a50a3050365a7baf45e91e3c,0.791,0.584,2,-6.958,1,0.133,0.047,0.0,0.24,0.853,115.017,audio_features,34myXXWxLlojxGilznJpVN,spotify:track:34myXXWxLlojxGilznJpVN,https://api.spotify.com/v1/tracks/34myXXWxLlojxGilznJpVN,https://api.spotify.com/v1/audio-analysis/34myXXWxLlojxGilznJpVN,226360,4
4876,Radio Beyoncé,Miss You,61,1,False,0urTpYCsixqZwgNTkPJOJ4,Aaliyah,67,contemporary r&b,I Care 4 U,50GHwAog5gmnqkypVkDso8,album,2002,16,https://i.scdn.co/image/ab67616d0000b273cb8a7cad58c0450ec04529fb,0.678,0.338,10,-9.899,1,0.0319,0.655,0.0,0.215,0.502,109.888,audio_features,0tr492xughUjNeqSDDD5nK,spotify:track:0tr492xughUjNeqSDDD5nK,https://api.spotify.com/v1/tracks/0tr492xughUjNeqSDDD5nK,https://api.spotify.com/v1/audio-analysis/0tr492xughUjNeqSDDD5nK,245227,4
4877,Radio Beyoncé,Wannabe,82,1,False,0uq5PttqEjj3IH1bzwcrXF,Spice Girls,68,dance pop,Spice,3x2jF7blR6bFHtk4MccsyJ,album,1996,10,https://i.scdn.co/image/ab67616d0000b27363facc42e4a35eb3aa182b59,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,audio_features,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027,4
4878,Radio Beyoncé,Irreplaceable,68,1,False,6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,pop,B'Day,77eZ5eMEh3U0KWricrbevO,album,2006,11,https://i.scdn.co/image/ab67616d0000b273632e4eafb2ffba59a2ae4500,0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,audio_features,1G7DcLzPnopdZjLkev0K4e,spotify:track:1G7DcLzPnopdZjLkev0K4e,https://api.spotify.com/v1/tracks/1G7DcLzPnopdZjLkev0K4e,https://api.spotify.com/v1/audio-analysis/1G7DcLzPnopdZjLkev0K4e,227667,4
4879,Radio Beyoncé,I Got That (feat. Beyoncé) - Explicit Album Version,39,1,True,6NzM38IkXdbQsQ4qW9CG7z,Amil,46,hip pop,All Money Is Legal,4isanca8rAOurYRLPvKwnS,album,2000,13,https://i.scdn.co/image/ab67616d0000b273d71aef8101c3b3b9f1e04edc,0.885,0.693,11,-5.55,1,0.353,0.211,2.97e-06,0.0643,0.884,102.786,audio_features,1BONIRNVivu1sOD9xYxPhr,spotify:track:1BONIRNVivu1sOD9xYxPhr,https://api.spotify.com/v1/tracks/1BONIRNVivu1sOD9xYxPhr,https://api.spotify.com/v1/audio-analysis/1BONIRNVivu1sOD9xYxPhr,197893,4
4882,Radio Beyoncé,BOSS,51,1,True,4fpTMHe34LC5t3h5ztK8qu,The Carters,54,r&b,EVERYTHING IS LOVE,3hCiP4V5Mu3Y0Z8lb70iDp,album,2018,9,https://i.scdn.co/image/ab67616d0000b273c9ef08879350a57e5f1d7ca2,0.813,0.488,11,-7.737,0,0.257,0.187,0.000132,0.231,0.688,139.983,audio_features,4F8V44j8cbjHnXjfW2HruU,spotify:track:4F8V44j8cbjHnXjfW2HruU,https://api.spotify.com/v1/tracks/4F8V44j8cbjHnXjfW2HruU,https://api.spotify.com/v1/audio-analysis/4F8V44j8cbjHnXjfW2HruU,244133,4
4883,Radio Beyoncé,Next To Me,57,1,False,7sfgqEdoeBTjd8lQsPT3Cy,Emeli Sandé,64,r&b,Our Version Of Events,3bPrapL1DmFkznWnTb7xNz,album,2012,14,https://i.scdn.co/image/ab67616d0000b27395b246f03a211ba213f574e5,0.674,0.81,7,-5.117,0,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,audio_features,1Xsxp1SEOxuMzjrFZhtw8u,spotify:track:1Xsxp1SEOxuMzjrFZhtw8u,https://api.spotify.com/v1/tracks/1Xsxp1SEOxuMzjrFZhtw8u,https://api.spotify.com/v1/audio-analysis/1Xsxp1SEOxuMzjrFZhtw8u,196867,4
4884,Radio Beyoncé,Partition,72,1,True,6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,pop,BEYONCÉ [Platinum Edition],2UJwKSBUz6rtW4QLK74kQu,album,2014,20,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,0.418,0.441,11,-11.522,0,0.283,0.029,0.0707,0.306,0.172,175.928,audio_features,5hgnY0mVcVetszbb85qeDg,spotify:track:5hgnY0mVcVetszbb85qeDg,https://api.spotify.com/v1/tracks/5hgnY0mVcVetszbb85qeDg,https://api.spotify.com/v1/audio-analysis/5hgnY0mVcVetszbb85qeDg,319467,4
4885,Radio Beyoncé,I Miss You (feat. Beyoncé),14,1,False,7kXpvrS3xtr0nGzNFGuuQq,Rhythms Del Mundo,33,,Africa,552iOmifV4Sf5lfiAo0ncX,album,2012,13,https://i.scdn.co/image/ab67616d0000b2733370ec5b2f470f5b76abc1f9,0.723,0.494,6,-8.334,1,0.0675,0.17,0.00418,0.0864,0.829,168.006,audio_features,31rUYzKcbTELYvoTbelKsE,spotify:track:31rUYzKcbTELYvoTbelKsE,https://api.spotify.com/v1/tracks/31rUYzKcbTELYvoTbelKsE,https://api.spotify.com/v1/audio-analysis/31rUYzKcbTELYvoTbelKsE,217224,4
4886,Radio Beyoncé,Big Girls Don't Cry (Personal),68,1,False,3r17AfJCCUqC9Lf0OAc73G,Fergie,69,dance pop,The Dutchess,3t8HFQNlwLBW7htwLvFfzA,album,2006,13,https://i.scdn.co/image/ab67616d0000b2730283b8c1365d34315f5807bf,0.707,0.642,7,-4.271,1,0.0337,0.204,0.0,0.0925,0.249,113.083,audio_features,4AniPkv5vgdE1n6VKreiyI,spotify:track:4AniPkv5vgdE1n6VKreiyI,https://api.spotify.com/v1/tracks/4AniPkv5vgdE1n6VKreiyI,https://api.spotify.com/v1/audio-analysis/4AniPkv5vgdE1n6VKreiyI,268120,4
4888,Radio Beyoncé,LOVEHAPPY,47,1,True,4fpTMHe34LC5t3h5ztK8qu,The Carters,54,r&b,EVERYTHING IS LOVE,3hCiP4V5Mu3Y0Z8lb70iDp,album,2018,9,https://i.scdn.co/image/ab67616d0000b273c9ef08879350a57e5f1d7ca2,0.65,0.906,0,-5.284,1,0.229,0.0113,0.0,0.166,0.579,81.994,audio_features,7szhY56rkD20Ai9AxJaicE,spotify:track:7szhY56rkD20Ai9AxJaicE,https://api.spotify.com/v1/tracks/7szhY56rkD20Ai9AxJaicE,https://api.spotify.com/v1/audio-analysis/7szhY56rkD20Ai9AxJaicE,229027,4
4889,Radio Beyoncé,Somebody,67,1,False,2qdONMCoDngQk0eV4Avs1i,Natalie La Rose,51,viral trap,Somebody,5gcn8qK6xElFNIP3mGed0M,single,2014,1,https://i.scdn.co/image/ab67616d0000b273684f901ac7d2ff872a079b8e,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,audio_features,7ioiB40H9xKs04QtIso2I3,spotify:track:7ioiB40H9xKs04QtIso2I3,https://api.spotify.com/v1/tracks/7ioiB40H9xKs04QtIso2I3,https://api.spotify.com/v1/audio-analysis/7ioiB40H9xKs04QtIso2I3,189907,4
4890,Radio Beyoncé,Beautiful Liar,75,1,False,6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,pop,B'Day Deluxe Edition,0Zd10MKN5j9KwUST0TdBBB,album,2007,23,https://i.scdn.co/image/ab67616d0000b273026e88f624dfb96f2e1ef10b,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,audio_features,2HWWNoWEEEECwZhAiLg7ib,spotify:track:2HWWNoWEEEECwZhAiLg7ib,https://api.spotify.com/v1/tracks/2HWWNoWEEEECwZhAiLg7ib,https://api.spotify.com/v1/audio-analysis/2HWWNoWEEEECwZhAiLg7ib,199853,4
4891,Radio Beyoncé,Hollaback Girl,72,1,True,4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,73,dance pop,Love Angel Music Baby (Deluxe Version),3Lqn8M0QxPLIPRJ4nUKTGN,album,2004,20,https://i.scdn.co/image/ab67616d0000b2737c7136a182372ccdffb3d3c4,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,audio_features,0LzrhCZFXW94Y8nwtTuRlw,spotify:track:0LzrhCZFXW94Y8nwtTuRlw,https://api.spotify.com/v1/tracks/0LzrhCZFXW94Y8nwtTuRlw,https://api.spotify.com/v1/audio-analysis/0LzrhCZFXW94Y8nwtTuRlw,199853,4
4893,Radio Beyoncé,Bust Your Windows,65,1,False,7gSjFKpVmDgC2MMsnN8CYq,Jazmine Sullivan,63,neo soul,Fearless,2V99Z0aZgSK6XTbh19UYTU,album,2008,12,https://i.scdn.co/image/ab67616d0000b273ebcc9144c41ae7d42efe6d94,0.683,0.664,5,-4.233,0,0.0332,0.538,0.0,0.0671,0.866,106.991,audio_features,56z2qI0gKcPthQF6l8AW3E,spotify:track:56z2qI0gKcPthQF6l8AW3E,https://api.spotify.com/v1/tracks/56z2qI0gKcPthQF6l8AW3E,https://api.spotify.com/v1/audio-analysis/56z2qI0gKcPthQF6l8AW3E,266307,4
4894,Radio Beyoncé,Boyfriend,75,1,False,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,89,canadian pop,Believe,5cxMa6oLINJzmZ8lF7wWQN,album,2012,13,https://i.scdn.co/image/ab67616d0000b273f1d02a6cec967f8b6b78f76e,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,audio_features,3UGIZ8qcrMTwzLbx6Kttqt,spotify:track:3UGIZ8qcrMTwzLbx6Kttqt,https://api.spotify.com/v1/tracks/3UGIZ8qcrMTwzLbx6Kttqt,https://api.spotify.com/v1/audio-analysis/3UGIZ8qcrMTwzLbx6Kttqt,171333,4
4895,Radio Beyoncé,My Kind Of Love,40,1,False,7sfgqEdoeBTjd8lQsPT3Cy,Emeli Sandé,64,r&b,Our Version Of Events,3bPrapL1DmFkznWnTb7xNz,album,2012,14,https://i.scdn.co/image/ab67616d0000b27395b246f03a211ba213f574e5,0.497,0.722,5,-2.165,0,0.0323,0.715,1.23e-06,0.183,0.414,86.782,audio_features,586T4NFpg34rcFG3q7y2I3,spotify:track:586T4NFpg34rcFG3q7y2I3,https://api.spotify.com/v1/tracks/586T4NFpg34rcFG3q7y2I3,https://api.spotify.com/v1/audio-analysis/586T4NFpg34rcFG3q7y2I3,202693,4
4896,Radio Beyoncé,End of Time,64,1,False,6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,pop,4,1gIC63gC3B7o7FfpPACZQJ,album,2011,14,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,0.716,0.811,6,-7.503,0,0.212,0.0328,0.000517,0.0649,0.786,118.005,audio_features,3FPUFltTjg6ClUL2wr9ux6,spotify:track:3FPUFltTjg6ClUL2wr9ux6,https://api.spotify.com/v1/tracks/3FPUFltTjg6ClUL2wr9ux6,https://api.spotify.com/v1/audio-analysis/3FPUFltTjg6ClUL2wr9ux6,223987,4
4900,Radio Beyoncé,London Bridge,66,1,True,3r17AfJCCUqC9Lf0OAc73G,Fergie,69,dance pop,The Dutchess,3t8HFQNlwLBW7htwLvFfzA,album,2006,13,https://i.scdn.co/image/ab67616d0000b2730283b8c1365d34315f5807bf,0.77,0.609,1,-5.894,1,0.345,0.214,0.0,0.166,0.631,90.952,audio_features,7jRoWfRlLnGYEIEn4t4kbq,spotify:track:7jRoWfRlLnGYEIEn4t4kbq,https://api.spotify.com/v1/tracks/7jRoWfRlLnGYEIEn4t4kbq,https://api.spotify.com/v1/audio-analysis/7jRoWfRlLnGYEIEn4t4kbq,241307,4
4901,Radio Beyoncé,Umbrella,73,1,False,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,90,barbadian pop,Good Girl Gone Bad,4OXnPSBtZo8PBFiTOfuumP,album,2007,12,https://i.scdn.co/image/ab67616d0000b273b9ff0a5f40d3406aed5e5e3b,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,audio_features,2yPoXCs7BSIUrucMdK5PzV,spotify:track:2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,275987,4
4902,Radio Beyoncé,Halo,67,1,False,6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,pop,I AM...SASHA FIERCE,23Y5wdyP5byMFktZf8AcWU,album,2008,16,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,audio_features,3ERa3mEeOnrh2Mc47qM6T1,spotify:track:3ERa3mEeOnrh2Mc47qM6T1,https://api.spotify.com/v1/tracks/3ERa3mEeOnrh2Mc47qM6T1,https://api.spotify.com/v1/audio-analysis/3ERa3mEeOnrh2Mc47qM6T1,261640,4
4904,Radio Beyoncé,Until The End Of Time (with Beyoncé),64,1,False,31TPClRtHm23RisEBtV3X7,Justin Timberlake,80,dance pop,FutureSex/LoveSounds Deluxe Edition,0tcExuDWMQdBbwSpqN8Ku2,album,2006,15,https://i.scdn.co/image/ab67616d0000b273c68f26a3d34fbd0faed2b473,0.56,0.372,11,-6.58,0,0.0446,0.271,0.0,0.195,0.473,119.384,audio_features,2wZTnl0pPFr3HBcyXfOaVJ,spotify:track:2wZTnl0pPFr3HBcyXfOaVJ,https://api.spotify.com/v1/tracks/2wZTnl0pPFr3HBcyXfOaVJ,https://api.spotify.com/v1/audio-analysis/2wZTnl0pPFr3HBcyXfOaVJ,322093,4
4906,Radio Billie Eilish,Moral of the Story,78,1,True,6P5NO5hzJbuOqSdyPB7SJM,Ashe,69,alt z,Ashlyn,5eCmZVM5Kspu2B1cyVdSqq,album,2021,14,https://i.scdn.co/image/ab67616d0000b273639c6811b5d0c6cfb145de3a,0.569,0.403,10,-8.618,1,0.0439,0.593,4.49e-06,0.102,0.269,119.819,audio_features,69HzZ3ti9DLwb0GdWCGYSo,spotify:track:69HzZ3ti9DLwb0GdWCGYSo,https://api.spotify.com/v1/tracks/69HzZ3ti9DLwb0GdWCGYSo,https://api.spotify.com/v1/audio-analysis/69HzZ3ti9DLwb0GdWCGYSo,201017,4
4907,Radio Billie Eilish,Nightmares,64,1,False,2FovgCfOwN9iqbkCBlKFdT,Ellise,60,alt z,Can You Keep a Secret?,3tZMuGcIqKDhj2fTK7L3qS,single,2018,4,https://i.scdn.co/image/ab67616d0000b273ccb8ab804654f18da257f5a1,0.705,0.441,11,-8.047,0,0.0445,0.279,0.00279,0.111,0.198,114.898,audio_features,2f2hbFjim051DVx0o8o4rU,spotify:track:2f2hbFjim051DVx0o8o4rU,https://api.spotify.com/v1/tracks/2f2hbFjim051DVx0o8o4rU,https://api.spotify.com/v1/audio-analysis/2f2hbFjim051DVx0o8o4rU,144000,4
